iteration	posterior	likelihood	prior	node_index	branch_start_time	branch_end_time	start_state	end_state	transition_time	transition_type	parent_index	child1_index	child2_index
100000	-1009.06	-1003.89	-5.1733	64	20.9299	18.8984	0000000000000001200000200	0000000000000002200000200	19.4639	anagenetic	65	20	63
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000000000002200000200	0000000000000002100000200	18.3385	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000000000002100000200	0000000000000002200000200	16.7295	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000000000002200000200	0000000000000001200000200	15.5344	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000000000001200000200	0000000000000000200000200	15.1394	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000000000000200000200	0000000000000000200000210	14.2932	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000000000000200000210	0000000000000000200000220	12.4716	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000000000000200000220	0000000000000000200000210	10.5235	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000000000000200000210	0000000000000000200000220	9.92194	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000000000000200000220	0000000001000000200000220	7.54621	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000001000000200000220	0000000002000000200000220	7.29253	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000002000000200000220	0000000002000000200000120	5.66934	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000002000000200000120	0000000002000000200000020	5.52546	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000002000000200000020	0000000002000000210000020	3.41863	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000002000000210000020	0000000001000000210000020	3.36148	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000001000000210000020	0000000000000000210000020	2.45204	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000000000000210000020	0000000000000000200000020	2.27231	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000000000000200000020	0000000000000000200000010	1.93194	anagenetic	64	NA	NA
100000	-1009.06	-1003.89	-5.1733	20	18.8984	0	0000000000000000200000010	0000000000000000200000000	1.36033	anagenetic	64	NA	NA
